model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,notes
mistral:7b,CAO6542,S,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.01, ""S"": 0.01}",0.9,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 4 September 2022, presumed Boko Haram (JAS) (likely) looted Ganse (Kolofata, Mayo-Sava, Extreme-Nord) stealing from 12 houses. Items taken included clothes, food items, livestock and bicycles."
mistral:7b,CAO12298,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.003}",0.91,Ambazonian Separatists (Cameroon),"On 16 September 2023, Ambazonian Separatists beat traders at the local market in Bako (Njikwa, Momo, Nord-Ouest) and looted money from traders and buyers."
mistral:7b,CAO4205,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.003}",0.91,Military Forces of Cameroon (1982-),"On 10 December 2020, the military forces arrested and killed a civilian in Bamenda town (Mezam, Nord-Ouest)."
mistral:7b,CAO4163,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.003}",1.0,Military Forces of Cameroon (1982-),"On 12 December 2020, the military forces shot and killed two civilians in Mkpot village, Mamfe subdivision (Manyu, Sud-Ouest)."
mistral:7b,CAO8359,B,B,0.85,"{""V"": 0.1, ""B"": 0.85, ""E"": 0.02, ""P"": 0.03, ""R"": 0.0, ""S"": 0.0}",0.9,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 4 January 2024, the military forces killed 1 unidentified armed group member in Bourrha (Bourrha, Mayo-Tsanaga, Extreme-Nord). The member was known to abduct civilians. Food items, clothing, bladed weapons and other items were recovered."
mistral:7b,CAO3022,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.003}",0.91,Police Forces of Cameroon (1982-),"Around 19 February 2020 (week of), security forces (assumed Police Forces) beat and injured a taxi driver in Buea town (Fako, Sud-Ouest). The victim later died of his wounds. 1 fatality."
mistral:7b,CAO12441,V,B,0.95,"{""V"": 0.02, ""B"": 0.95, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.005}",1.0,Military Forces of Cameroon (1982-),"Around 28 July 2023 (as reported), state security forces shot and killed two Ambazonian Separatists in Kumbo commune, coded to Kumbo (Bui, Nord-Ouest) whom they had captured on 28 July (coded separately)."
mistral:7b,CAO10262,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.0, ""S"": 0.02}",0.88,Military Forces of Cameroon (1982-),"On 16 January 2023, state security forces (coded as military) assaulted and arrested a male civilian at a vehicular checkpoint in Kake (Meme, Sud-Ouest). He was suspected to be transporting drugs to Ambazonian Separatists in Big Ekombe. All the drugs on him were confiscated. No information on injuries."
mistral:7b,CAO4020,B,B,0.95,"{""V"": 0.01, ""B"": 0.95, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.005}",0.99,Military Forces of Cameroon (1982-),"On 18 November 2020, the military forces repelled Boko Haram fighters as they tried to kidnap 4 people in Madakar village (Mayo-Tsanaga, Extreme-Nord). No fatality and/or casualty reported."
mistral:7b,CAO10326,B,B,0.95,"{""V"": 0.01, ""E"": 0.02, ""P"": 0.03, ""R"": 0.04, ""S"": 0.0556782238137958}",0.96,Ambazonian Separatists (Cameroon),"On 25 April 2023, Ambazonian Separatists clashed with the State security forces, coded as the military forces, in the neighborhoods of Mulang, City chemist, Randez Vous and Ntarinkon in Bamenda (Bamenda 3, Mezam, Nord-Ouest). There were no fatalities or injuries."
mistral:7b,CAO11393,B,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.0, ""S"": 0.02}",0.89,Military Forces of Cameroon (1982-),"On 2 January 2024, a military forces officer pursued and killed an Ambazonian Separatist who was riding a motorcycle in Wainamah (Jakiri, Bui, Nord-Ouest)."
mistral:7b,CAO14248,S,R,0.95,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.03, ""P"": 0.04, ""R"": 0.95, ""S"": 0.005}",1.0,Ambazonian Separatists (Cameroon),"Looting: On 3 May 2024, Ambazonian Separatists extorted money and other valuables from passengers and motorcycle riders along the road of Nzibie village (Ako, Donga-Mantung, Nord-Ouest)."
mistral:7b,CAO3554,S,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.0, ""S"": 0.02}",0.92,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 7 August 2020, for the second day in a row, Boko Haram attacked Kolofata Guidi village, in Kolofata subdivision (Mayo-Sava, Extreme-Nord) taking away clothes. No fatality and/or casualty reported."
mistral:7b,CAO12967,B,B,0.95,"{""V"": 0.01, ""E"": 0.02, ""P"": 0.03, ""R"": 0.04, ""S"": 0.0556782238137958}",1.08,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 26 March 2024, the military forces from the Rapid Intervention and the self-defence militia clashed and repelled an attack from Boko Haram (JAS) (likely) militants in Kerawa (Kolofata, Mayo-Sava, Extreme-Nord). Casualties unknown. No information on the injuries."
mistral:7b,CAO13211,B,B,0.95,"{""V"": 0.01, ""E"": 0.02, ""P"": 0.03, ""R"": 0.04, ""S"": 0.0556782231372549}",0.96,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 23 March 2024, the military forces from the Rapid Intervention clashed with the Ambazonian Separatists during an operation to dislodge the Separatist hideout at the market square in Ntamruh (Ndu, Donga-Mantung, Nord-Ouest). There were no fatalities. No information on the injuries."
mistral:7b,CAO3465,E,E,0.95,"{""V"": 0.01, ""B"": 0.02, ""P"": 0.03, ""R"": 0.04, ""S"": 0.0567892345678923}",0.97,Unidentified Armed Group (Cameroon),"Around 12 July 2020 (weekend of), an explosion was reported at the Central Police Station of Bamenda town (Mezam, Nord-Ouest), resulting in reported injuries. There were also reports of gunfire but this could not be confirmed. No further information reported."
mistral:7b,CAO13960,B,B,0.95,"{""V"": 0.01, ""E"": 0.02, ""P"": 0.03, ""R"": 0.04, ""S"": 0.0556782238137958}",0.97,Military Forces of Cameroon (1982-),"On 16 May 2024, state security forces, coded as the military forces, ambushed Ambazonian Separatists at an informal checkpoint in Ndzenji locality, Kumbo subdivision (Bui, Nord-Ouest). Three Separatists were killed while one was injured. The casualties on military forces' side remain unknown."
mistral:7b,CAO3982,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.003}",0.9,Ambazonian Separatists (Cameroon),"Around 22 October 2020 (as reported), the Ambazonian separatists captured and beat up the financial officer of a school in Kumbo town (Bui, Nord-Ouest)."
mistral:7b,CAO4583,B,B,0.95,"{""V"": 0.01, ""E"": 0.02, ""P"": 0.03, ""R"": 0.04, ""S"": 0.0556782238137958}",1.08,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 25 April 2021, Boko Haram fighters ambushed soldiers of the rapid intervention force in Maison Blanche neighborhood of Waza town (Logone-et-Chari, Extreme-Nord). The military repelled the attack and seized a motorbike. No fatality and/or casualty reported."
mistral:7b,CAO5916,S,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.02, ""S"": 0.0}",0.89,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 10 March 2022, presumably Boko Haram (JAS) (likely) militants stormed Podoko Centre area (coded to Mora, Mora, Mayo-Sava) and looted several goods and livestock."
mistral:7b,CAO15254,S,B,0.95,"{""V"": 0.01, ""B"": 0.95, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.005}",1.0,Military Forces of Cameroon (1982-),"Other: On 7 August 2024, security forces, coded as the military forces, fired gunshots after spotting Ambazonian Separatists onboard a boat on the river in Illor Balondo (Ekondo Titi, Ndian, Sud-Ouest). The Separatists escaped without returning gunfire. There were no fatalities."
mistral:7b,CAO11663,S,R,0.85,"{""V"": 0.1, ""B"": 0.05, ""E"": 0.02, ""P"": 0.3, ""R"": 0.85, ""S"": 0.03}",0.96,Ambazonian Separatists (Cameroon),"Looting: On 14 June 2023, Ambazonian Separatists from SOCADEF seized alcohol from a vehicle transporting Brasseries Brewery products in Matondo II (Meme, Sud-Ouest). The products from this brewery are banned by the Separatists. The driver and the owner of the products were allowed to leave unharmed."
mistral:7b,CAO11144,S,R,0.85,"{""V"": 0.1, ""B"": 0.05, ""E"": 0.02, ""P"": 0.3, ""R"": 0.85, ""S"": 0.03}",0.97,Military Forces of Cameroon (1982-),"Other: On 8 January 2024, the military forces fired sporadic gunshot at a vehicle checkpoint in Mankon (Bamenda - Mankon, Bamenda 2, Mezam, Nord-Ouest), under unclear circumstances."
mistral:7b,CAO13962,B,B,0.95,"{""V"": 0.02, ""B"": 0.95, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.005}",0.98,Military Forces of Cameroon (1982-),"On 18 July 2024, the military forces clashed and repelled an attack from Boko Haram (JAS) (likely) militants in Ldengldeng (Mokolo, Mayo-Tsanaga, Extreme-Nord). The militants ransacked several houses and looted during the incursion and destroyed farm fields in their retreat. Casualities unknown."
mistral:7b,CAO13316,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.0, ""S"": 0.02}",0.89,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 2 April 2024, Boko Haram (JAS) (likely) militants shot and killed 1 civilian in Oupay (Koza, Mayo-Tsanaga, Extreme-Nord). The militants looted food items and valuables from civilians from their private residences."
mistral:7b,CAO12898,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.003}",0.9,Military Forces of Cameroon (1982-),"On 14 February 2024, security forces, coded as the military shot and killed a traditional doctor at his residence in Bessom, coded to Batibo (Batibo, Momo, Nord-Ouest) during a cordon and search operation. They accused the victim of providing fortification charms to Ambazonian Separatists."
mistral:7b,CAO15534,S,E,0.85,"{""V"": 0.1, ""B"": 0.05, ""E"": 0.85, ""P"": 0.02, ""R"": 0.03, ""S"": 0.005}",0.99,Unidentified Armed Group (Cameroon),"Other: On 2 September 2024, an unidentified armed group fired sporadic shots in Dumbo (Misaje, Donga-Mantung, Nord-Ouest) for an unknown reason."
mistral:7b,CAO13130,V,V,0.85,"{""V"": 0.85, ""B"": 0.05, ""E"": 0.02, ""P"": 0.03, ""R"": 0.01, ""S"": 0.04}",0.9,Ambazonian Separatists (Cameroon),"On 10 March 2024, Ambazonian Separatists abducted a popular male petrol vendor at a local drinking spot on Ghana Street in Bamenda - Nkwen (Bamenda 3, Mezam, Nord-Ouest). The reason for his abduction is not known."
mistral:7b,CAO9660,B,B,0.95,"{""V"": 0.01, ""E"": 0.02, ""P"": 0.03, ""R"": 0.04, ""S"": 0.0556782238095238}",0.95,Ambazonian Separatists (Cameroon),"On 25 June 2022, Ambazonian Separatists clashed with the military at a checkpoint in Konye commune, coded Konye (Meme, Sud-Ouest). One Separatists was killed. The incident impacted vehicular movement."
mistral:7b,CAO12069,V,V,0.95,"{""V"": 0.95, ""B"": 0.01, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.01}",0.91,Unidentified Armed Group (Cameroon),"On 28 August 2023, an unidentified armed group of three raped a woman until she became unconscious when they broke into the houses of two women at Lassin (Bui, Nord-Ouest). The victim was rushed to a medical facility for treatment."
mistral:7b,CAO12989,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.0, ""S"": 0.02}",0.89,Ambazonian Separatists (Cameroon),"On 26 February 2024, Ambazonian Separatists shot and killed a civilian in his private residence in Akwa (Akwaya, Manyu, Sud-Ouest) because his son, a former Separatist is collaborating with the military forces to identify Separatist hideouts."
mistral:7b,CAO5519,R,R,0.85,"{""V"": 0.1, ""B"": 0.05, ""E"": 0.02, ""P"": 0.3, ""R"": 0.85, ""S"": 0.03}",0.98,Rioters (Cameroon),"On 23 September 2021, Arab Choa people from Malia and Toukoumaya villages clashed over a land dispute around Waza town (Logone-et-Chari, Extreme-Nord). 5 people were injured."
mistral:7b,CAO4693,V,B,0.95,"{""V"": 0.02, ""B"": 0.95, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.005}",0.99,Ambazonian Separatists (Cameroon),"On 22 March 2020, Ambazonian separatist shot and killed two off-duty soldiers in Lobe Estate, Ekondo Titi town (Ndian, Sud-Ouest)."
mistral:7b,CAO4986,B,B,1.0,"{""V"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0567333333333333}",1.05,Military Forces of Cameroon (1982-),"On 28 January 2021, the military forces engaged in fire fights with Ambazonian separatists in Bafanji town, Balikumbat subdivision (Ngo-Ketunjia, Nord-Ouest). No fatality and/or casualty reported."
mistral:7b,CAO14516,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.003}",0.93,Unidentified Armed Group (Cameroon),"On 20 August 2024, an unidentified armed group abducted 2 civilians at the field in Mayo Mbi (Touboro, Mayo-Rey, Nord) for an unknown reason."
mistral:7b,CAO13210,B,B,0.95,"{""V"": 0.01, ""B"": 0.95, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.005}",1.02,Military Forces of Cameroon (1982-),"On 23 March 2024, state security forces, coded as the military forces, fired several warning gunshots to dislodge and dismantle an Ambazonian Separatist illegal checkpoint in Bobong (Njinikom, Boyo, Nord-Ouest). There were no fatalities or injuries."
mistral:7b,CAO5093,B,B,1.0,"{""V"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0567333333333333}",0.94,Military Forces of Cameroon (1982-),"On 13 March 2021, the military forces engaged in fire fights with Ambazonian separatists in Ntarinkon village, Bamenda town, Bamenda 2 subdivision (Mezam, Nord-Ouest). No fatality and/or casualty reported."
mistral:7b,CAO13117,B,B,0.95,"{""V"": 0.01, ""E"": 0.02, ""P"": 0.03, ""R"": 0.04, ""S"": 0.0556782238137419}",1.08,Military Forces of Cameroon (1982-),"On 20 March 2024, state security forces, coded as the military forces ambushed, shot and killed 2 Ambazonian Separatists from the Restoration Forces faction in Lipenja Camp (Ekondo Titi, Ndian, Sud-Ouest). The military forces recovered two weapons from the Separatists."
mistral:7b,CAO11560,S,R,0.85,"{""V"": 0.1, ""B"": 0.05, ""E"": 0.02, ""P"": 0.15, ""R"": 0.85, ""S"": 0.03}",0.92,Military Forces of Cameroon (1982-),"Other: On 15 June 2023, government forces, coded as military, conducted a cordon and search and fired warning gunshots in the air at Nforya, coded as Bafut (Mezam, Nord-Ouest)."
mistral:7b,CAO3435,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.003}",1.0,Military Forces of Cameroon (1982-),"On 4 July 2020, the military forces raided Ngusi village in Bangem (Kupe-Manenguba, Sud-Ouest), killing one civilian and burning houses."
mistral:7b,CAO6663,S,V,1.0,"{""V"": 1.0, ""B"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",1.0,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 24 October 2022, Boko Haram (JAS) looted a motorbike along the Limani-Mora Road, coded to Limani (Mora, Mayo-Sava, Extreme-Nord)"
mistral:7b,CAO4776,S,R,0.95,"{""V"": 0.1, ""B"": 0.05, ""E"": 0.02, ""P"": 0.03, ""R"": 0.95, ""S"": 0.005}",0.9,Military Forces of Cameroon (1982-),"Looting: Around 15 July 2020 (month of), the military forces raided Bengang village, Batibo subdivision (Momo, Nord-Ouest). They shot in the air, and then looted property."
mistral:7b,CAO12836,B,B,0.85,"{""V"": 0.1, ""B"": 0.85, ""E"": 0.02, ""P"": 0.03, ""R"": 0.0, ""S"": 0.0}",0.9,Military Forces of Cameroon (1982-),"On 23 April 2022, gunshots were heard in Ntamulung, Bamenda 3 subdivision (coded to Bamenda - Njah). They are thought to be related to a confrontation between an unknown armed group and the military."
mistral:7b,CAO5021,B,B,0.95,"{""V"": 0.01, ""E"": 0.02, ""P"": 0.03, ""R"": 0.04, ""S"": 0.0556782184197013}",0.94,Military Forces of Cameroon (1982-),"On 8 February 2021, the military forces captured and killed two Ambazonian separatists fighters in Egwekaw village, Mamfe subdivision (Manyu, Sud-Ouest)."
mistral:7b,CAO6892,B,B,0.95,"{""V"": 0.01, ""B"": 0.95, ""E"": 0.02, ""P"": 0.01, ""R"": 0.01, ""S"": 0.005}",1.0,Military Forces of Cameroon (1982-),"Around 2 January 2023, the Cameroonian military forces clashed with Ambazonian Separatists fighters between the Manyu and the Ebinsi Rivers, coded to Manyu Division (Mamfe, Manyu, Sud-Ouest). There were no fatalities/casualties."
mistral:7b,CAO3078,B,B,0.95,"{""V"": 0.02, ""B"": 0.95, ""E"": 0.01, ""P"": 0.01, ""R"": 0.01, ""S"": 0.005}",1.0,Enyoh Communal Militia (Cameroon),"On 8 March 2020, inhabitants of Enyoh village in Batibo subdivision (Momo, Nord-Ouest) invaded a suspected Ambazonian separatists camp and chased away the fighters before setting fire to camp and freeing captives. This was a reaction to repetitive kidnappings of the villagers."
mistral:7b,CAO5675,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.0, ""S"": 0.02}",0.93,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 10 November 2021, Boko Haram fighters attacked Gourou village, Moskota town, Mayo-Moskota subdivision (Mayo-Tsanaga, Extreme-Nord), killing 5 people."
mistral:7b,CAO12580,S,R,0.85,"{""V"": 0.1, ""B"": 0.2, ""E"": 0.05, ""P"": 0.15, ""R"": 0.85, ""S"": 0.05}",0.91,Military Forces of Cameroon (1982-),"Other: On 27 July 2022, state security forces (coded as military) fired gunshots in the air in Mabanda in Kumba (Meme, Sud-Ouest) when they suspected Ambazonian Separatists to be nearby."
mistral:7b,CAO9383,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.01, ""S"": 0.01}",0.91,Ambazonian Separatists (Cameroon),"On 7 March 2023, Ambazonian Separatists from the Restoration Forces shot and killed a commercial bike rider in Eyumodjock commune, coded as Eyumojock (Manyu, Sud-Ouest) when he attempted to flee after refusing to let them seize his bike."
mistral:7b,CAO5016,B,B,1.0,"{""V"": 0.0, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0567333333333333}",1.01,Military Forces of Cameroon (1982-),"On 7 February 2021, the military forces engaged in fire fights with Ambazonian separatists in Bamunka village, Ndop subdivision (Ngo-Ketunjia, Nord-Ouest). No fatality and/or casualty reported."
mistral:7b,CAO7975,V,V,0.95,"{""V"": 0.95, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.0, ""S"": 0.02}",0.89,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 18 October 2023, Boko Haram (JAS) (likely) militants attacked and killed 1 civilian displaced from Maigoubari and injured three others in Geldavi (Koza, Mayo-Tsanaga, Extreme-Nord). The extent of their injuries is not known. The militants stole livestock, food and various other items."
