event_id_cnty,notes,gold_label,gold_label_full,actor_type,actor_norm,actor_norm
CAO12492,"On 20 July 2023, Ambazonian Separatists engaged in an armed confrontation with state security forces (coded as military) in Bambalang (Ngo-Ketunjia, Nord-Ouest). Casualties unknown.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO5987,"On 12 April 2022, a grenade detonated mistakenly and killed a teenager in Kumbo (Kumbo, Bui, Nord-Ouest) few days after it was presumably thrown by military forces at Ambazonian fighters.",E,Explosions/Remote violence,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO7920,"On 2 October 2023, suspected Boko Haram (JAS) (likely) militants attacked civilians working in the onion field in Ganse (Kolofata, Mayo-Sava, Extreme-Nord). 2 were seriously injured. The militants stole 3 motorbikes, 4 telephones and money.",V,Violence against civilians,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO7219,"On 7 April 2023, soldiers arrested over 60 civilians in Ashong (Batibo, Momo, Nord-Ouest). The military had arrived to the village to search for Ambazonian Separatists fighters. The military also broke into civilians houses and looted their items. Some of those arrested were taken to the Gendarmerie Brigade in Batibo, while others were taken to Bamenda.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO13362,"Around 10 May 2024 (as reported), a new military logistics base for the Rapid Battalion Intervention was inaugurated in Kumbo (Kumbo, Bui, Nord-Ouest).",S,Strategic developments,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO6723,"Around 10 November 2022, a police officer attacked and shot a commercial bike rider in Yaounde (Yaounde 1, Mfoundi, Centre) in the leg after an argument. The officer fled while the victim was taken to the hospital.",V,Violence against civilians,state,Police Forces of Cameroon (1982-),State forces (Cameroon)
CAO5848,"Looting: On 27 January 2022, Boko Haram (JAS) fighters looted OuroDole neighborhood of Amchide town, Kolofata subdivision (Mayo-Sava, Extreme-Nord). They took away two motorbikes and other goods and valuables.",S,Strategic developments,non-state,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO9797,"On 16 November 2022, military forces, during an operation, shot and injured a Ambazonian Separatists at a checkpoint in Agyati, Bafut commune, coded to Bafut (Mezam, Nord-Ouest). The man escaped with his colleague who were at the checkpoint together.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15637,"On 24 September 2024, Ambazonian Separatists beat and injured 4 commercial motorbike riders at an illegal checkpoint along the Konda - Njwo road in Konda, Njikwa commune (Mbengwi, Momo, Nord-Ouest). The Separatists looted 2 motorbikes.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO4139,"On 8 November 2020, the military forces raided Luh village, in Ndu subdivision (Donga-Mantung, Nord-Ouest), killing two civilians including a driver and a bike taxi driver.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15607,"On 21 September 2024, security forces, coded as the military forces, ambushed and clashed with the Ambazonian Separatists at an illegal checkpoint along the Wum - Bafut in Lower Bafut, near Bafut (Bafut, Mezam, Nord-Ouest). Casualties unknown. The fighting caused the temporary displacement of civilians to nearby bushes. Some civilians returned to their homes after the gunfire ceased.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO4930,"On 21 November 2020, Ambazonian separatists kidnapped a retired military officer from his home in Mankon town, Bamenda 2 subdivision (Bamenda - Mankon, Mezam, Nord-Ouest).",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO13819,"On 24 April 2024, state security forces, coded as the military forces from the Rapid Intervention, beat and arrested 2 family members of a suspected Ambazonian Separatist commander known as 'J Boy' in Kurowan, coded to Korube (Batibo, Momo, Nord-Ouest). The soldiers had targeted the commander, who was not home during their military operation.",V,Violence against civilians,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO9958,"On 3 May 2021, Ambazonian Separatists clashed with state forces, coded as military, at Kombone Mission (Meme, Sud-Ouest). There were no fatalities.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO4946,"On 13 January 2021, Ambazonian separatists kidnapped a truck driver and his assistant in Bukow village, Ndop subdivision (Ngo-Ketunjia, Nord-Ouest).",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO3184,"On 15 April 2020, Ambazonian separatists engaged in fire fights with military forces in Bafut town, Bamenda subdivision (Mezam, Nord-Ouest). No fatality and/or casualty reported.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO11443,"On 4 July 2023, state security forces, coded as military forces, who were on transit, clashed with Ambazonian Separatists from the Bui Unity Warriors faction at the separatists' checkpoint in Kimah, coded to Jakiri (Bui, Nord-Ouest). Casualties are unknown.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO6608,"On 2 September 2022, Cameroonian military forces (BIR) clashed with suspected Boko Haram (JAS) (likely) fighters in Kolofata (Kolofata, Mayo-Sava, Extreme-Nord) leading to 1 wounded soldier. The armed fighters tried to steal livestock when the military forces intervened.",B,Battles,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO10023,"On 7 February 2023, military forces based on a tip-off attacked and engaged Ambazonian Separatists in an armed clash at an illegal vehicle checkpoint in Achang (Ngie, Momo, Nord-Ouest). The clash lasted for close to 2 hours 30 minutes, two separatists were killed and an unspecified number of soldiers were wounded.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO8557,"Around 16 February 2024 (as reported), Ambazonian Separatists clashed with the military forces around Mamfe (Mamfe, Manyu, Sud-Ouest). With 4 total fatalities, fatalities split across three events. No information on the injuries.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO5541,"On 1 October 2021, the army's rapid intervention force attacked a Boko Haram camp in Kerawa village, Kolofata subdivision (Mayo-Sava, Extreme-Nord), killing several fighters. Unknown fatalities coded as 3.",B,Battles,state,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,State forces (Cameroon)
CAO15043,"Other: On 31 July 2024, a Gendarmerie patrol team fired sporadic gunshots in Kakar (Ndu, Donga-Mantung, Nord-Ouest) for an unknown reason.",S,Strategic developments,state,Military Forces of Cameroon (1982-) Gendarmerie,State forces (Cameroon)
CAO2818,"On 9 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in the village of Awing, in Santa subdivision (Mezam, Nord-Ouest). They reportedly burnt houses and killed one civilian and two separatists. (Total of 3 fatalities).",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO11112,"Looting: On 2 February 2024, Ambazonian Separatists extorted money and food items from business persons at the market square in Lassin (Noni, Bui, Nord-Ouest).",S,Strategic developments,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO11775,"Non-violent activity: On 18 July 2023, Ambazonian Separatists warned truck drivers not to place loads in Ngarum (Donga-Mantung, Nord-Ouest) unless they paid 150,000 francs and registered their vehicles with them.",S,Strategic developments,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO6097,"On 24 May 2022, Cameroonian military forces clashed with Ambazonian separatist fighters, Bui Warriors around Yelim near Kumbo (Kumbo, Bui, Nord-Ouest) leading to the death of a separatist commander.",B,Battles,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO3624,"Around 30 August 2020 (as reported), Boko Haram attacked Makoulahe village, in Mora subdivision (Mayo-Sava, Extreme-Nord). They looted houses and injured 2 women.",V,Violence against civilians,non-state,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,Boko Haram / ISWAP
CAO15037,"Property destruction: On 24 July 2024, the security forces, coded as the military forces set fire to a civilian commercial facility in Jinkfuin, Belo district (Tubah, Mezam, Nord-Ouest). The military forces accused the owner of supplying items to Ambazonian Separatists.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO4239,"On 24 December 2020, the military forces repelled an attack of Boko Haram in Makoulahe village, Mora subdivision (Mayo-Sava, Extreme-Nord), killing one assailant.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO10480,"Property destruction: On 20 March 2023, state security forces, coded as military forces, alongside some local authorities (mayor) destroyed and set several civilian houses ablaze at Mbankah quarters (Ngo-Ketunjia, Nord-Ouest). The mayor accused some civilians of working with Ambazonian Separatists and threatened to destroy all the properties owned by separatists in the area.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO10613,"Looting: On 10 May 2023, Ambazonian Separatists from the Restoration Forces extorted money amounting to 200,000 FCFA from a civilian whom they imposed as the new traditional chief in Makwe, Upper Bayang commune, coded to Tinto (Manyu, Sud-Ouest). They also forced the civilians to buy a motorcycle for the man to 'support his reign.' The legal leader fled to Mamfe when the Separatists demanded 500,000 FCFA from him.",S,Strategic developments,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO14213,"On 30 April 2024, the military forces arrested 46 civilians (34 male and 12 female) from their private residence during a raid in Bai Kuke (Mbonge, Meme, Sud-Ouest). The reasons for the arrest were unknown.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO10471,"On 22 March 2023, state security forces, coded as military forces, beat up civilians and broke into homes where they looted properties in Ngomgham Mankon, coded to Ntarinkon (Bamenda - Mankon, Mezam, Nord-Ouest). They also harrassed civilians, the attack was after separatists attacked their position in the area and engaged them in an armed clash (coded separately). No information on injuries.",V,Violence against civilians,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO2846,"On 14 January 2020, the military forces engaged in a fire fight with Ambazonian separatists in Peng village, Tombel subdivision (Kupe-Manenguba, Sud-Ouest) [coded: Tombel]. Two civilians were killed after they were reportedly flagged as Ambazonian fighters.",B,Battles,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO15945,"On 17 October 2024, Ambazonian Separatists abducted 2 civilians during a Church service in Bonambufei (Ngie, Momo, Nord-Ouest). The Separatists accused the pastor of collaborating with the military forces. The victims were released after paying an unknown amount of money.",V,Violence against civilians,non-state,Ambazonian Separatists (Cameroon),Ambazonia
CAO10901,"Other: On 28 December 2023, the military forces fired several gunshots to the air at the market square in Bamunka (Ndop, Ngo-Ketunjia, Nord-Ouest) after they were informed about the presence of Ambazonian Separatists.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO12528,"Other: On 29 September 2022, state security forces (coded as military) fired gunshots in the air in Kumbo (Bui, Nord-Ouest), which prompted businesses to close. The gunshots came after they were made aware of the presence of Ambazonian Separatists carrying out march rehearsals in anticipation of their Independence Day on 1 October.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO11666,"Other: On 14 June 2023, state security forces (coded as military) fired shots to the air in Ndu commune, coded to Ndu (Donga-Mantung, Nord-Ouest), to scare Ambazonian Separatists from implementing a one-day lockdown in the area.",S,Strategic developments,state,Military Forces of Cameroon (1982-),State forces (Cameroon)
CAO5899,"On 10 March 2022, Cameroonian soldiers, as part of the MNJTF intercepted and killed more than twenty Boko Haram (JAS) (likely) militants in Amchide (Kolofata, Mayo-Sava).",B,Battles,non-state,MNJTF: Multinational Joint Task Force,MNJTF
CAO10757,"Other: On 3 June 2023, Ambazonian Separatists fired shots into the air in Bongom (Donga-Mantung, Nord-Ouest) to test their newly acquired weapons. The villagers fled and then returned after they learned that the separatists were testing their new weapons.",S,Strategic developments,non-state,Ambazonian Separatists (Cameroon),Ambazonia
